Panel,Protein,Uniprot,OlinkRef,Intra plate CV,Inter plate CV
CARDIOMETABOLIC,PAM,P19021,OID01256,4.084088477524258,4.925051606754601
CARDIOMETABOLIC,PCOLCE,Q15113,OID01289,2.202614793876461,2.457214054103582
CARDIOMETABOLIC,PLA2G7,Q13093,OID01283,8.643991264263962,8.006497788193592
CARDIOMETABOLIC,PLTP,P55058,OID01275,8.320120928376793,9.54382688822917
CARDIOMETABOLIC,PLXNB2,O15031,OID01218,9.871417275417926,16.11640404783973
CARDIOMETABOLIC,PROC,P04070,OID01228,3.1705320988070134,5.425726725337444
CARDIOMETABOLIC,PRSS2,P07478,OID01236,4.166693578061093,6.739220970663786
CARDIOMETABOLIC,PTPRS,Q13332,OID01284,6.998816760845319,8.7821322877611685
CARDIOMETABOLIC,QPCT,Q16769,OID01293,-22.603806053685307,-27.705001970908995
CARDIOMETABOLIC,REG1A,P05451,OID01231,1.6959905703072842,3.3733571465178476
CARDIOMETABOLIC,SAA4,P35542,OID01269,6.1097523733118075,10.116525846106148
CARDIOMETABOLIC,SELL,P14151,OID01249,1.3518983696576072,2.3884240553434326
CARDIOMETABOLIC,SERPINA5,P05154,OID01229,1.7043949570189123,2.9826188390870927
CARDIOMETABOLIC,SERPINA7,P05543,OID01232,2.857058136199814,4.749419577029441
CARDIOMETABOLIC,SOD1,P00441,OID01222,14.680501615073036,29.815703691319573
CARDIOMETABOLIC,SPARCL1,Q14515,OID01287,4.240861213231233,6.893318528330148
CARDIOMETABOLIC,ST6GAL1,P15907,OID01252,4.548280323290968,14.306532556602757
CARDIOMETABOLIC,TCN2,P20062,OID01259,3.993247909302194,4.167081701035039
CARDIOMETABOLIC,TGFBI,Q15582,OID01291,1.6896096036204886,2.7436654046500863
CARDIOMETABOLIC,TGFBR3,Q03167,OID01279,3.9244609197555578,5.02285276710632
CARDIOMETABOLIC,THBS4,P35443,OID01268,2.29165261044266,5.603312864117249
CARDIOMETABOLIC,TIE1,P35590,OID01270,4.818082837697618,10.84919755158051
CARDIOMETABOLIC,TIMD4,Q96H15,OID01298,3.046169541822533,6.147083058242408
CARDIOMETABOLIC,TIMP1,P01033,OID01224,3.65356779434691,9.08906302678358
CARDIOMETABOLIC,TNC,P24821,OID01265,3.305771916694468,3.207747758607127
CARDIOMETABOLIC,TNXB,P22105,OID01260,9.337543285283534,11.058479814852376
CARDIOMETABOLIC,UMOD,P07911,OID01237,6.9586939663225325,9.006103544008356
CARDIOMETABOLIC,VASN,Q6EMK4,OID01295,7.896377192670343,9.25349894956631
CARDIOMETABOLIC,VCAM1,P19320,OID01257,2.399457222025832,4.73961994714057
CARDIOVASCULAR III,ALCAM,Q13740,OID00572,1.3008297165205989,2.236330988958269
CARDIOVASCULAR III,AP-N,P15144,OID00611,1.4444755709944583,3.44591056334704
CARDIOVASCULAR III,AXL,P30530,OID00612,1.0443636976767896,2.7089008335348743
CARDIOVASCULAR III,AZU1,P20160,OID00597,5.163239477699392,6.17653762527516
CARDIOVASCULAR III,BLM hydrolase,Q13867,OID00581,4.1413840523599585,12.104505684216122
CARDIOVASCULAR III,CASP-3,P42574,OID00630,1.5746811949759958,7.494094149910577
CARDIOVASCULAR III,CCL15,Q16663,OID00629,1.5014667493296818,3.3569187228489628
CARDIOVASCULAR III,CCL16,O15467,OID00654,1.7073827756644764,4.848440787230521
CARDIOVASCULAR III,CCL24,O00175,OID00592,1.6940757035796101,4.938750514272336
CARDIOVASCULAR III,CD163,Q86VB7,OID00577,1.1390902601620514,2.828192367052984
CARDIOVASCULAR III,CD93,Q9NPY3,OID00639,0.7813552368226514,1.451382148349485
CARDIOVASCULAR III,CDH5,P33151,OID00587,2.5081597569119514,4.845635544211664
CARDIOVASCULAR III,CHI3L1,P36222,OID00633,1.9987573505686178,6.31721325256731
CARDIOVASCULAR III,CHIT1,Q13231,OID00605,1.726808709434674,4.971909288171728
CARDIOVASCULAR III,CNTN1,Q12860,OID00586,2.3172407036549183,4.305723484983459
CARDIOVASCULAR III,COL1A1,P02452,OID00641,2.561385138794984,5.931311336367696
CARDIOVASCULAR III,CPA1,P15085,OID00624,1.6423609286237562,3.5475790642196885
CARDIOVASCULAR III,CPB1,P15086,OID00632,1.3608983405663826,4.408747015268969
CARDIOVASCULAR III,CSTB,P04080,OID00575,3.555655940399157,5.858817272244531
CARDIOVASCULAR III,CTSD,P07339,OID00622,4.561115450787781,9.679062549383051
CARDIOVASCULAR III,CTSZ,Q9UBR2,OID00643,1.5409219872963007,3.831001538629516
CARDIOVASCULAR III,CXCL16,Q9H2A7,OID00601,1.8209246152469698,4.570184507192149
CARDIOVASCULAR III,DLK-1,P80370,OID00598,1.571995824553071,4.230035384835652
CARDIOVASCULAR III,EGFR,P00533,OID00637,2.7148506828034513,4.969842207191485
CARDIOVASCULAR III,Ep-CAM,P16422,OID00610,1.905316846994,5.587920251753065
CARDIOVASCULAR III,EPHB4,P54760,OID00569,1.8244183925755002,3.495813047124339
CARDIOVASCULAR III,FABP4,P15090,OID00589,1.8005192762281148,5.048008528592319
CARDIOVASCULAR III,FAS,P25445,OID00615,1.5121965175151049,3.50690584049683
CARDIOVASCULAR III,Gal-3,P17931,OID00578,3.1102029050791278,3.991679549592714
CARDIOVASCULAR III,Gal-4,P56470,OID00626,2.064015242785736,4.224057560930122
CARDIOVASCULAR III,GDF-15,Q99988,OID00595,1.7724468867017176,3.9277204392244656
CARDIOVASCULAR III,GP6,Q9HCN6,OID05026,3.5502133149852275,9.422250728380531
CARDIOVASCULAR III,GRN,P28799,OID00579,1.8444417830771245,4.03013283625197
CARDIOVASCULAR III,ICAM-2,P13598,OID00646,1.7856896220949812,2.713478984292777
CARDIOVASCULAR III,IGFBP-1,P08833,OID00604,2.0249002636942492,3.7213972721696256
CARDIOVASCULAR III,IGFBP-2,P18065,OID00650,1.3973055687491198,3.5455907039071173
CARDIOVASCULAR III,IGFBP-7,Q16270,OID00638,1.5090938869369712,3.5729441860810094
CARDIOVASCULAR III,IL-17RA,Q96F46,OID00566,2.345708531796562,7.309581073218519
CARDIOVASCULAR III,IL-18BP,O95998,OID00640,1.3266660891310285,2.785324546830285
CARDIOVASCULAR III,IL-1RT1,P14778,OID00613,1.5340258660310317,3.0832196523452122
CARDIOVASCULAR III,IL-1RT2,P27930,OID00627,1.6391833280579338,4.197811324865005
CARDIOVASCULAR III,IL-6RA,P08887,OID00602,0.7589542039208278,1.7378600453051434
CARDIOVASCULAR III,IL2-RA,P01589,OID00570,2.3199176903858443,5.035887069211514
CARDIOVASCULAR III,ITGB2,P05107,OID00565,1.967390875826492,3.0668530937852396
CARDIOVASCULAR III,JAM-A,Q9Y624,OID00625,2.2060241911608913,13.11879417437435
CARDIOVASCULAR III,KLK6,Q92876,OID00647,7.732582953958515,14.612988524377172
CARDIOVASCULAR III,LDL receptor,P01130,OID00564,2.557771723074763,4.399757578195692
CARDIOVASCULAR III,LTBR,P36941,OID00583,2.5004028243384626,4.193189562764742
CARDIOVASCULAR III,MB,P02144,OID00616,2.137410035608181,3.0831940003902853
CARDIOVASCULAR III,MCP-1,P13500,OID00576,2.2874695954512547,3.7312445416178233
CARDIOVASCULAR III,MEPE,Q9NQ76,OID00132,2.0182564348087566,5.408047060012246
CARDIOVASCULAR III,MMP-2,P08253,OID00614,2.927537795191126,4.96210926356312
CARDIOVASCULAR III,MMP-3,P08254,OID00644,1.3830430245365302,2.395519763415354
CARDIOVASCULAR III,MMP-9,P14780,OID00568,2.4581584756936143,3.199903717860993
CARDIOVASCULAR III,MPO,P05164,OID00600,2.842250968827876,4.606763662341749
CARDIOVASCULAR III,Notch 3,Q9UM47,OID00584,2.0285050769031936,4.202868063698903
CARDIOVASCULAR III,NT-proBNP,"NA",OID00131,2.704480786341457,7.3383652840522755
CARDIOVASCULAR III,OPG,O00300,OID00571,2.7641938340780006,4.474165781358172
CARDIOVASCULAR III,OPN,P10451,OID00621,1.515999854404342,3.95416268769423
CARDIOVASCULAR III,PAI,P05121,OID00591,2.2498288130997532,10.98759430516322
CARDIOVASCULAR III,PCSK9,Q8NBP7,OID00619,2.2092665684497765,4.209917212229707
CARDIOVASCULAR III,PDGF subunit A,P04085,OID00648,3.130812592138061,14.607718642672328
CARDIOVASCULAR III,PECAM-1,P16284,OID00652,2.1810193133842106,12.357934013701625
CARDIOVASCULAR III,PGLYRP1,O75594,OID00623,1.5025907024730987,2.582386024522455
CARDIOVASCULAR III,PI3,P19957,OID00609,7.104257723323992,12.918306293795963
CARDIOVASCULAR III,PLC,P98160,OID00582,1.1496748987157872,2.045411441266833
CARDIOVASCULAR III,PON3,Q15166,OID00642,1.7790595456036185,3.403291550549892
CARDIOVASCULAR III,PRTN3,P24158,OID00618,2.507792300507295,4.952132942718265
CARDIOVASCULAR III,PSP-D,P35247,OID00608,4.474054680618024,6.761645885921043
CARDIOVASCULAR III,RARRES2,Q99969,OID00645,0.799395704306643,1.4188447769981212
CARDIOVASCULAR III,RETN,Q9HD89,OID00603,1.582559636461993,2.6339712763417373
CARDIOVASCULAR III,SCGB3A2,Q96PL1,OID00636,3.5138255430689624,6.900379279287271
CARDIOVASCULAR III,SELE,P16581,OID00596,0.6489324451753284,2.1233937580748576
CARDIOVASCULAR III,SELP,P16109,OID00574,1.3794085663298663,7.138527850346542
CARDIOVASCULAR III,SHPS-1,P78324,OID00628,2.2487162464179966,4.320168442417347
CARDIOVASCULAR III,SPON1,Q9HCB6,OID00599,3.85971780065882,7.375678442305076
CARDIOVASCULAR III,ST2,Q01638,OID00634,2.478433123888066,4.239499382629709
CARDIOVASCULAR III,t-PA,P00750,OID00635,1.4402346577413232,3.4760690386504507
CARDIOVASCULAR III,TFF3,Q07654,OID00573,2.1313006927855307,3.667371626151423
CARDIOVASCULAR III,TFPI,P10646,OID00590,1.2303219404569605,2.214780683587549
CARDIOVASCULAR III,TIMP4,Q99727,OID00585,2.6482735396470636,4.966019584377021
CARDIOVASCULAR III,TLT-2,Q5T2D2,OID00588,2.166513031892021,3.5749660841924324
CARDIOVASCULAR III,TNF-R1,P19438,OID00649,1.6548471939101341,3.1419750404841857
CARDIOVASCULAR III,TNF-R2,P20333,OID00567,1.660668974730384,3.7345836522344533
CARDIOVASCULAR III,TNFRSF10C,O14798,OID00594,1.2035565248781173,2.2579629404472215
CARDIOVASCULAR III,TNFRSF14,Q92956,OID00563,2.3615076701294253,6.865166762724297
CARDIOVASCULAR III,TNFSF13B,Q9Y275,OID00617,1.3922551101177767,3.2387729329607513
CARDIOVASCULAR III,TR,P02786,OID00593,1.3173641244071104,2.1558511109023626
CARDIOVASCULAR III,TR-AP,P13686,OID00606,2.5732850899146076,5.764843100146888
CARDIOVASCULAR III,U-PAR,Q03405,OID00620,2.1761665694259142,3.650691310618255
CARDIOVASCULAR III,uPA,P00749,OID00631,1.6767127311749523,3.800205722419622
CARDIOVASCULAR III,vWF,P04275,OID00651,2.016631409957691,5.0979928417869935
IMMUNO-ONCOLOGY,ADA,P00813,OID00775,2.767990376597923,5.2562717336525555
IMMUNO-ONCOLOGY,ADGRG1,Q9Y653,OID00764,6.822037528537798,5.137394547070591
IMMUNO-ONCOLOGY,ANG-1,Q15389,OID00760,1.5412158792467041,6.798927390738288
IMMUNO-ONCOLOGY,ANGPT2,O15123,OID00822,1.8580624157816807,1.9253012626651134
IMMUNO-ONCOLOGY,CAIX,Q16790,OID00773,1.2303890188694275,2.4934540810891757
IMMUNO-ONCOLOGY,CASP-8,Q14790,OID00827,2.198549637449202,6.155332890347852
IMMUNO-ONCOLOGY,CCL17,Q92583,OID00821,1.614578755301777,5.842449212148818
IMMUNO-ONCOLOGY,CCL19,Q99731,OID00794,0.8134312960546145,2.158210983042844
IMMUNO-ONCOLOGY,CCL20,P78556,OID00837,1.1196752711373508,2.934293100651801
IMMUNO-ONCOLOGY,CCL23,P55773,OID00811,0.7984068948959894,1.632103605317984
IMMUNO-ONCOLOGY,CCL3,P10147,OID00813,1.56568021286624,2.987030369926856
IMMUNO-ONCOLOGY,CCL4,P13236,OID00796,1.786166788635365,2.851475013967434
IMMUNO-ONCOLOGY,CD244,Q9BZW8,OID00758,1.7130666134566965,3.941943741219206
IMMUNO-ONCOLOGY,CD27,P26842,OID00800,0.7958702183999347,1.320430783567362
IMMUNO-ONCOLOGY,CD28,P10747,OID00793,2.8031168507777746,2.5767491450874096
IMMUNO-ONCOLOGY,CD4,P01730,OID00776,3.3098301048644263,10.607148951276079
IMMUNO-ONCOLOGY,CD40,P25942,OID00781,1.0240324129689475,2.7068514513739075
IMMUNO-ONCOLOGY,CD40-L,P29965,OID00756,2.234450326596036,11.063267525700388
IMMUNO-ONCOLOGY,CD5,P06127,OID00812,1.982073368030302,1.6689102371884328
IMMUNO-ONCOLOGY,CD70,P32970,OID00808,1.8103534814889504,2.9433382673221162
IMMUNO-ONCOLOGY,CD83,Q01151,OID00841,3.9194309452871825,4.087058727339422
IMMUNO-ONCOLOGY,CD8A,P01732,OID00772,0.714248940100721,2.1954732884704042
IMMUNO-ONCOLOGY,CRTAM,O95727,OID00766,1.6799500700248327,2.676338020024059
IMMUNO-ONCOLOGY,CSF-1,P09603,OID00843,0.7744701611423837,0.9391134523043704
IMMUNO-ONCOLOGY,CX3CL1,P78423,OID00806,1.1869761031195172,1.2571846814401748
IMMUNO-ONCOLOGY,CXCL1,P09341,OID00786,0.7915072193080402,3.742720220697261
IMMUNO-ONCOLOGY,CXCL10,P02778,OID00807,1.2243624316534916,3.1130613117307893
IMMUNO-ONCOLOGY,CXCL11,O14625,OID00767,1.6490520495795322,4.063616846216959
IMMUNO-ONCOLOGY,CXCL12,P48061,OID00824,5.565608208406274,13.02291966778365
IMMUNO-ONCOLOGY,CXCL13,O43927,OID00830,1.00795897777491,1.5507200754622295
IMMUNO-ONCOLOGY,CXCL5,P42830,OID00801,0.9280629688057659,5.023880292799777
IMMUNO-ONCOLOGY,CXCL9,Q07325,OID00771,0.9589140955830944,3.0804703038729007
IMMUNO-ONCOLOGY,DCN,P07585,OID00817,1.3020082706998695,1.5599330938198392
IMMUNO-ONCOLOGY,EGF,P01133,OID00759,1.637569462908865,8.828998985751468
IMMUNO-ONCOLOGY,FASLG,P48023,OID00792,1.485855426667148,1.8085227773195536
IMMUNO-ONCOLOGY,FGF2,P09038,OID00770,3.5418748878784823,13.554156718322844
IMMUNO-ONCOLOGY,Gal-1,P09382,OID00798,0.7973486592470133,1.1195500738046293
IMMUNO-ONCOLOGY,Gal-9,O00182,OID00779,0.5046957456919899,1.1100504027422962
IMMUNO-ONCOLOGY,GZMA,P12544,OID00804,1.2273286123847287,2.0000308810000273
IMMUNO-ONCOLOGY,GZMB,P10144,OID00840,2.9267294671538755,3.5710690211887446
IMMUNO-ONCOLOGY,GZMH,P20718,OID00783,1.5268981076529542,1.6573505701350215
IMMUNO-ONCOLOGY,HGF,P14210,OID00803,1.0437004889436772,1.6526362925956235
IMMUNO-ONCOLOGY,HO-1,P09601,OID00805,0.761041013931044,0.6259722517977
IMMUNO-ONCOLOGY,ICOSLG,O75144,OID00828,1.2011073643509715,1.123490838531094
IMMUNO-ONCOLOGY,IL10,P22301,OID00809,3.93675479794861,2.95328605745765
IMMUNO-ONCOLOGY,IL12,"P29459,P29460",OID00842,1.5233108830078466,3.375556517454434
IMMUNO-ONCOLOGY,IL12RB1,P42701,OID00835,3.6271457150254034,2.493529488844028
IMMUNO-ONCOLOGY,IL18,Q14116,OID00782,0.98075466164688,1.9102415619110849
IMMUNO-ONCOLOGY,IL6,P05231,OID00763,2.065638078439275,3.735876107389295
IMMUNO-ONCOLOGY,IL7,P13232,OID00761,2.52564274847233,6.949895670322056
IMMUNO-ONCOLOGY,IL8,P10145,OID00752,1.6407178837225052,3.7500156612305324
IMMUNO-ONCOLOGY,KLRD1,Q13241,OID00839,1.0096035714055698,2.0621717702511346
IMMUNO-ONCOLOGY,LAMP3,Q9UQV4,OID00826,1.548775305177144,4.697484259443673
IMMUNO-ONCOLOGY,LAP TGF-beta-1,P01137,OID00785,4.775735663040624,12.454403313956245
IMMUNO-ONCOLOGY,MCP-1,P13500,OID00765,0.7956486504172995,1.2410026931922777
IMMUNO-ONCOLOGY,MCP-2,P80075,OID00795,1.320996508055966,3.0278991174307324
IMMUNO-ONCOLOGY,MCP-3,P80098,OID00755,4.381002746487377,9.241132830401247
IMMUNO-ONCOLOGY,MCP-4,Q99616,OID00768,1.3718178077242422,3.5104420571180825
IMMUNO-ONCOLOGY,MIC-A/B,"Q29983,Q29980",OID00820,1.599007825102655,2.5304548619640697
IMMUNO-ONCOLOGY,MMP12,P39900,OID00829,1.206187361925559,2.8727090488390554
IMMUNO-ONCOLOGY,MMP7,P09237,OID00814,0.8331114074576645,0.9422054147222094
IMMUNO-ONCOLOGY,NCR1,O76036,OID00816,2.6326961896148635,2.457198633035962
IMMUNO-ONCOLOGY,NOS3,P29474,OID00777,10.760536543838894,10.595197301589163
IMMUNO-ONCOLOGY,PD-L1,Q9NZQ7,OID00799,1.6931516202111705,2.1240249222227963
IMMUNO-ONCOLOGY,PD-L2,Q9BQ51,OID00831,2.446752979571045,2.759225895603214
IMMUNO-ONCOLOGY,PDCD1,Q15116,OID00791,2.864488213223389,4.1166919619717
IMMUNO-ONCOLOGY,PDGF subunit B,P01127,OID00790,0.8001627143484449,2.5686328310477586
IMMUNO-ONCOLOGY,PGF,P49763,OID00762,1.0474589162837318,1.4358400820711377
IMMUNO-ONCOLOGY,PTN,P21246,OID00823,4.468224793370398,5.626284886583452
IMMUNO-ONCOLOGY,TIE2,Q02763,OID00754,0.97029988979815,1.370217250548644
IMMUNO-ONCOLOGY,TNFRSF12A,Q9NP84,OID00810,1.1741974699354285,2.7155105957124603
IMMUNO-ONCOLOGY,TNFRSF21,O75509,OID00818,0.6710916756494888,0.823802132349079
IMMUNO-ONCOLOGY,TNFRSF4,P43489,OID00819,1.865510751978107,3.173688879718906
IMMUNO-ONCOLOGY,TNFRSF9,Q07011,OID00753,1.0293754817147978,2.0338318835795386
IMMUNO-ONCOLOGY,TNFSF14,O43557,OID00787,1.9020970515065283,9.011394983166792
IMMUNO-ONCOLOGY,TRAIL,P50591,OID00769,0.8260209395465681,1.4779602838282837
IMMUNO-ONCOLOGY,TWEAK,O43508,OID00789,1.0218041014281638,1.3775874255956897
IMMUNO-ONCOLOGY,VEGFA,P15692,OID00832,1.1042500428222009,1.037695022200765
IMMUNO-ONCOLOGY,VEGFC,P49767,OID00784,10.184657114161855,38.6860508953876
IMMUNO-ONCOLOGY,VEGFR-2,P35968,OID00780,0.7149638913453271,1.00355842143251
INFLAMMATION,4E-BP1,Q13541,OID00536,1.1206742447055917,5.084978662303826
INFLAMMATION,ADA,P00813,OID00560,1.8716007197001,3.8029334921397324
INFLAMMATION,AXIN1,O15169,OID00487,2.0015289330167096,11.004942016835672
INFLAMMATION,CASP-8,Q14790,OID00550,2.951105583740079,10.032630618413451
INFLAMMATION,CCL11,P51671,OID00505,1.1138317187677784,1.41348625249111
INFLAMMATION,CCL19,Q99731,OID00513,1.0412930639932048,2.395240833567577
INFLAMMATION,CCL20,P78556,OID00556,1.7745576644303986,3.1716006918442075
INFLAMMATION,CCL23,P55773,OID00530,1.0618858620507974,2.0444748896717173
INFLAMMATION,CCL25,O15444,OID00551,1.2429473959863557,2.3249318076421277
INFLAMMATION,CCL28,Q9NRJ3,OID00539,6.168495344556465,5.531733442262056
INFLAMMATION,CCL3,P10147,OID00532,1.9843535456172068,3.8664883057123527
INFLAMMATION,CCL4,P13236,OID00498,1.6074118843205631,4.325475336359295
INFLAMMATION,CD244,Q9BZW8,OID00477,1.7671523270811513,3.6240027626425664
INFLAMMATION,CD40,P25942,OID00542,0.8293742543768787,2.6119452768223033
INFLAMMATION,CD5,P06127,OID00531,1.8229819358662354,2.1526907248091516
INFLAMMATION,CD6,P30203,OID00499,1.4097932018195731,2.38794267919129
INFLAMMATION,CD8A,P01732,OID05124,1.0188768441099638,1.9979513443651478
INFLAMMATION,CDCP1,Q9H5V8,OID00476,2.801348465098809,3.7779877181003645
INFLAMMATION,CSF-1,P09603,OID00562,0.6117213730687382,0.6402896279064526
INFLAMMATION,CST5,P28325,OID00491,0.9759737055805396,2.041077056460949
INFLAMMATION,CX3CL1,P78423,OID00552,1.7856801467194368,1.7550808313844084
INFLAMMATION,CXCL1,P09341,OID00496,0.8727948932435354,3.4920557864310706
INFLAMMATION,CXCL10,P02778,OID00535,1.1789663883811001,3.093131120436147
INFLAMMATION,CXCL11,O14625,OID00486,1.5863637573211236,4.143345615659915
INFLAMMATION,CXCL5,P42830,OID00520,0.7448487636598583,4.381967599443245
INFLAMMATION,CXCL6,P80162,OID00534,1.3497721773397808,4.158454218531915
INFLAMMATION,CXCL9,Q07325,OID00490,0.9638660359781874,2.6188423160436334
INFLAMMATION,DNER,Q8NFT8,OID01213,0.775559327402317,0.8009510170437278
INFLAMMATION,EN-RAGE,P80511,OID00541,5.01593456317335,7.394753691047184
INFLAMMATION,FGF-19,O95750,OID00545,1.1710845252204511,2.4903198449499215
INFLAMMATION,FGF-21,Q9NSA1,OID00512,1.4467825145601025,6.546898099950441
INFLAMMATION,FGF-23,Q9GZV9,OID00507,4.430621141074629,6.1207740906246
INFLAMMATION,FGF-5,P12034,OID00509,7.282165534699057,7.242776491096261
INFLAMMATION,Flt3L,P49771,OID00533,1.0013200235138475,1.6241405710268901
INFLAMMATION,GDNF,P39905,OID00475,5.7183305347414235,4.7565843916209705
INFLAMMATION,HGF,P14210,OID00522,1.04413729381084,1.6194837210250073
INFLAMMATION,IFN-gamma,P01579,OID05547,2.556890139716031,3.8622743902057843
INFLAMMATION,IL-10RA,Q13651,OID00508,6.761181933350211,9.29186013185277
INFLAMMATION,IL-10RB,Q08334,OID00515,1.8356873921672106,1.416773483553742
INFLAMMATION,IL-12B,P29460,OID00523,1.3580943649911412,3.4395359834050154
INFLAMMATION,IL-15RA,Q13261,OID00514,4.660358657296004,6.560383162105547
INFLAMMATION,IL-17A,Q16552,OID00485,3.8368266913323654,7.192242762676629
INFLAMMATION,IL-17C,Q9P0M4,OID00483,5.4095111247119565,6.674811485577986
INFLAMMATION,IL-18R1,Q13478,OID00517,0.78937935872938,1.436882759539733
INFLAMMATION,IL-20RA,Q9UHF4,OID00489,8.640808163799,7.565841263135149
INFLAMMATION,IL10,P22301,OID00528,2.826035966955708,2.85058367503235
INFLAMMATION,IL18,Q14116,OID00501,0.9445489324924444,1.9811567703565742
INFLAMMATION,IL6,P05231,OID00482,2.1678615630529574,3.9628194787899673
